NAME_1,NAME_2,NAME_3,yr2014,yr2023_post_eq,yr2023_pre_eq,eq_mi,pc_14_23pre_eq,pc_14_23post_eq
Meknès - Tafilalet,Errachidia,NA (Goulmima),3.5178463459014893,5.48691031439551,5.880257892608642,3.8,67.1550521090698,55.97356379104229
Meknès - Tafilalet,Errachidia,NA (Jorf),0.5910081267356873,4.70682230591774,4.509129476547241,NA,662.9555792155512,696.4056825944022
Meknès - Tafilalet,Errachidia,NA (Moulay Ali Cherif),32.68375015258789,42.66624649933406,32.49683993203299,NA,-0.5718750745623978,30.54268956328977
Meknès - Tafilalet,Errachidia,NA (Tinejdad),0.7681015729904175,4.074812165328434,4.003275049959912,3.8,421.19084125477445,430.50433804791464
Meknès - Tafilalet,Ifrane,Azrou,1.4918073415756226,5.471602994948626,5.250299450513479,3.8,251.9421914741483,266.7767842709239
Meknès - Tafilalet,Ifrane,NA (Azrou),3.6858623027801514,9.534994619233268,10.091349254954945,3.4,173.78530248792254,158.6910154522394
Meknès - Tafilalet,Ifrane,NA (Ifrane),109.21292114257812,192.91689799626667,207.30196347917828,3.2,89.8145030005601,76.64292464479774
Meknès - Tafilalet,Khénifra,El Kbab,0.9406413435935974,4.78808589519993,4.261558365177464,3.8,353.0481669981395,409.0235431187485
Meknès - Tafilalet,Khénifra,Khenifra,1.1667898893356323,5.219836696982384,4.6266908363292085,3.8,296.5316188130184,347.36732334512664
Meknès - Tafilalet,Khénifra,Midelt,0.8236573934555054,4.574482303112745,3.991444661810591,3.8,384.6001132904554,455.38654050336794
Meknès - Tafilalet,Khénifra,NA (Khenifra),159.67047119140625,247.50420786539715,215.64701747894287,3.2,35.057544372393245,55.00938026837755
Meknès - Tafilalet,Khénifra,NA (M'Rirt),1.5419108867645264,9.276674004395803,8.65801295005914,3.6,461.5118892004653,501.63489887937305
Meknès - Tafilalet,Khénifra,NA (Midelt),134.3172607421875,148.78995612359816,148.5378768855128,NA,10.587333351460135,10.775007844442253
Meknès - Tafilalet,Meknès,Ain Orma,2.9019503593444824,8.206914074718952,8.418074453199232,NA,190.0833374386452,182.80683879695312
Meknès - Tafilalet,Meknès,Meknes Banl,36.51948165893555,48.70502711832523,53.414878432815144,NA,46.26406511371075,33.3672464828321
Meknès - Tafilalet,Meknès,NA (Al Ismailia),181.6890869140625,186.82600994767813,173.89458692073822,NA,-4.2900210055054195,2.827315124350509
Meknès - Tafilalet,Meknès,NA (Al Machouar Stina),82.1401138305664,91.53046360722294,95.18296604771768,NA,15.87878517438541,11.43211195936053
Meknès - Tafilalet,Meknès,NA (Boufakrane),5.690589427947998,19.64223864982868,22.14639835357666,NA,289.17582499995183,245.17054689203937
Meknès - Tafilalet,Meknès,NA (Hamrya),177.48361206054688,181.6226374308268,186.21145582199097,NA,4.917549096570487,2.332060589835161
Meknès - Tafilalet,Meknès,NA (Maknassat Azzaytoun),476.2496643066406,451.7333419234664,427.9013500213623,NA,-10.151884171019283,-5.147787855948809
Meknès - Tafilalet,Meknès,NA (Moulay Idriss Zerhoun),66.14857482910156,71.61649854977925,70.07432782649994,NA,5.934750684411226,8.266124757493818
